Event,Site,Date,White,Black,Result,UTCDate,UTCTime,WhiteElo,BlackElo,WhiteRatingDiff,BlackRatingDiff,Variant,TimeControl,ECO,Termination
Rated blitz game,https://lichess.org/ll3Zz9lw,2018.04.27,thomas123456,Potuz007,1-0,2018.04.27,15:13:46,1714,1583,+6,-6,Standard,300+3,B45,Normal
Rated blitz game,https://lichess.org/lVcMaquW,2018.04.27,VictorVic2574,thomas123456,1-0,2018.04.27,15:03:04,1723,1724,+13,-10,Standard,300+3,C78,Normal
Rated blitz game,https://lichess.org/LktuA07N,2018.04.27,Wampano,thomas123456,0-1,2018.04.27,14:50:14,1717,1714,-11,+10,Standard,300+3,D51,Time forfeit
Rated blitz game,https://lichess.org/XskqBbro,2018.04.26,belyi_amur,thomas123456,0-1,2018.04.26,17:40:29,1706,1703,-10,+11,Standard,300+3,C96,Normal
Rated blitz game,https://lichess.org/XCMalkA4,2018.04.26,adriotake59,thomas123456,0-1,2018.04.26,17:29:57,1628,1695,-43,+8,Standard,300+3,C44,Normal
Rated blitz game,https://lichess.org/D7DeBQF2,2018.04.25,thomas123456,maraakame,1-0,2018.04.25,18:47:46,1683,1731,+12,-12,Standard,300+3,B95,Normal
Rated blitz game,https://lichess.org/QYEQ4O9r,2018.04.25,thomas123456,Alexandra_Kostenchuk,1-0,2018.04.25,18:37:16,1675,1590,+8,-10,Standard,300+3,B10,Normal
Rated blitz game,https://lichess.org/A1PGHaZM,2018.04.25,AmirS62,thomas123456,1-0,2018.04.25,18:27:12,1635,1687,+12,-12,Standard,300+3,D04,Normal
Rated blitz game,https://lichess.org/G2o0ZGb6,2018.04.25,thomas123456,novelsound,1-0,2018.04.25,18:24:52,1676,1700,+11,-11,Standard,300+3,B29,Normal
Rated blitz game,https://lichess.org/1enyWg23,2018.04.25,thomas123456,Thecorx,1-0,2018.04.25,18:16:22,1665,1702,+11,-12,Standard,300+3,C29,Normal
Rated blitz game,https://lichess.org/f40E5YJu,2018.04.25,tedysugara890,thomas123456,0-1,2018.04.25,16:45:25,1670,1654,-11,+11,Standard,300+3,C23,Time forfeit
Rated blitz game,https://lichess.org/jT2m9NDi,2018.04.25,angelsknight,thomas123456,0-1,2018.04.25,16:38:55,1630,1644,-10,+10,Standard,300+3,C58,Time forfeit
Rated blitz game,https://lichess.org/sE0BsFR5,2018.04.25,thomas123456,angelsknight,0-1,2018.04.25,16:27:00,1655,1618,-11,+12,Standard,300+3,C51,Normal
Rated blitz game,https://lichess.org/JuXerrjp,2018.04.25,jacksonn_silva,thomas123456,0-1,2018.04.25,13:26:17,1666,1644,-11,+11,Standard,300+3,D02,Normal
Rated blitz game,https://lichess.org/CzvwCXaF,2018.04.24,Inpraxi,thomas123456,0-1,2018.04.24,21:48:24,1631,1634,-11,+10,Standard,300+3,C30,Normal
Rated blitz game,https://lichess.org/ArThNsvy,2018.04.24,thomas123456,Inpraxi,0-1,2018.04.24,21:35:14,1645,1619,-11,+12,Standard,300+3,B20,Normal
Rated blitz game,https://lichess.org/TGBq9ARa,2018.04.24,Inpraxi,thomas123456,1-0,2018.04.24,21:22:11,1606,1657,+13,-12,Standard,300+3,A22,Normal
Rated blitz game,https://lichess.org/iGtZtDru,2018.04.24,thomas123456,Inpraxi,1-0,2018.04.24,21:08:34,1648,1617,+9,-11,Standard,300+3,B23,Normal
Rated blitz game,https://lichess.org/Wuv3I0WI,2018.04.24,ur2ez4me,thomas123456,0-1,2018.04.24,16:58:01,1533,1640,-7,+8,Standard,300+3,C58,Normal
Rated blitz game,https://lichess.org/dkbPdkxv,2018.04.23,Trg7345,thomas123456,0-1,2018.04.23,18:47:02,1713,1627,-13,+13,Standard,300+3,C96,Normal
Rated blitz game,https://lichess.org/kCn7GqVP,2018.04.23,thomas123456,Trg7345,0-1,2018.04.23,18:40:58,1636,1705,-9,+8,Standard,300+3,B23,Normal
Rated blitz game,https://lichess.org/LBfaSXGC,2018.04.23,vicentillo,thomas123456,1-0,2018.04.23,18:35:04,1642,1646,+10,-10,Standard,300+3,D00,Normal
Rated blitz game,https://lichess.org/7zks7Qkk,2018.04.20,thomas123456,KillaChinchilla,0-1,2018.04.20,11:36:36,1654,1744,-8,+7,Standard,300+3,C00,Normal
Rated blitz game,https://lichess.org/Gj3zRZZE,2018.04.20,Fanis24,thomas123456,1-0,2018.04.20,11:29:49,1500,1664,+276,-10,Standard,300+3,C78,Normal
Rated blitz game,https://lichess.org/EgfVzlwA,2018.04.20,thomas123456,itapiri,1-0,2018.04.20,08:26:09,1654,1639,+10,-10,Standard,300+3,B06,Time forfeit
Rated blitz game,https://lichess.org/cntIfLyl,2018.04.20,thomas123456,xartaz,1-0,2018.04.20,08:14:21,1643,1652,+11,-11,Standard,300+3,C29,Time forfeit
Rated blitz game,https://lichess.org/jelWKQY1,2018.04.20,xartaz,thomas123456,1-0,2018.04.20,08:12:30,1641,1654,+11,-11,Standard,300+3,C51,Normal
Rated blitz game,https://lichess.org/3nyK47HY,2018.04.19,thomas123456,v_s_o_p,0-1,2018.04.19,16:49:51,1665,1652,-11,+11,Standard,300+3,C55,Normal
Rated blitz game,https://lichess.org/EDcPLjuh,2018.04.19,v_s_o_p,thomas123456,1/2-1/2,2018.04.19,16:41:26,1652,1665,+0,+0,Standard,300+3,D00,Normal
Rated blitz game,https://lichess.org/KfKOTro2,2018.04.19,thomas123456,v_s_o_p,1-0,2018.04.19,16:32:24,1654,1663,+11,-11,Standard,300+3,C25,Normal
Rated blitz game,https://lichess.org/PyCOVDZ9,2018.04.18,biawakraksasa,thomas123456,1-0,2018.04.18,14:55:12,1557,1668,+14,-14,Standard,300+3,C44,Normal
Rated blitz game,https://lichess.org/73m89oWl,2018.04.18,thomas123456,eron48,1-0,2018.04.18,14:46:21,1655,1745,+13,-14,Standard,300+3,B10,Normal
Rated blitz game,https://lichess.org/tP1GPKc3,2018.04.18,tomsk17,thomas123456,1-0,2018.04.18,14:32:29,1662,1665,+11,-10,Standard,300+3,D04,Time forfeit
Rated blitz game,https://lichess.org/phJF2o7s,2018.04.17,Vodonepronicaemui777,thomas123456,0-1,2018.04.17,22:29:27,1613,1656,-9,+9,Standard,300+3,C50,Time forfeit
Rated blitz game,https://lichess.org/kxZlNh3w,2018.04.17,thomas123456,VijayDua,1-0,2018.04.17,22:16:34,1646,1635,+10,-10,Standard,300+3,C25,Time forfeit
Rated blitz game,https://lichess.org/ZhTuThHR,2018.04.16,Oldbird,thomas123456,1-0,2018.04.16,15:36:18,1757,1654,+7,-8,Standard,300+3,A20,Normal
Rated blitz game,https://lichess.org/lWvNzpUd,2018.04.16,thomas123456,Oldbird,0-1,2018.04.16,15:23:10,1662,1749,-8,+8,Standard,300+3,B23,Normal
Rated blitz game,https://lichess.org/S0jJJUdu,2018.04.16,GLUPAsljak,thomas123456,1-0,2018.04.16,15:12:23,1941,1665,+4,-3,Standard,300+3,E06,Time forfeit
Rated blitz game,https://lichess.org/5WpiC5C9,2018.04.16,MyIndianGamer,thomas123456,0-1,2018.04.16,10:50:52,1707,1653,-12,+12,Standard,300+3,C96,Time forfeit
Rated blitz game,https://lichess.org/RmKn7yTS,2018.04.16,thomas123456,MyIndianGamer,0-1,2018.04.16,10:46:33,1663,1698,-10,+9,Standard,300+3,C25,Normal
Rated blitz game,https://lichess.org/Uy4TEhpY,2018.04.16,thomas123456,Nehei,1-0,2018.04.16,10:40:43,1654,1579,+9,-8,Standard,300+3,C29,Normal
Rated blitz game,https://lichess.org/ocHjnmoW,2018.04.15,GALLETTO-2,thomas123456,0-1,2018.04.15,16:01:17,1674,1643,-12,+11,Standard,300+3,C54,Time forfeit
Rated blitz game,https://lichess.org/ywUd30L3,2018.04.15,thomas123456,GALLETTO-2,0-1,2018.04.15,15:58:43,1653,1664,-10,+10,Standard,300+3,C25,Normal
Rated blitz game,https://lichess.org/6rjZWjMZ,2018.04.15,GALLETTO-2,thomas123456,1-0,2018.04.15,15:52:00,1653,1664,+11,-11,Standard,300+3,C59,Normal
Rated blitz game,https://lichess.org/roqn2Jnk,2018.04.13,thomas123456,bestnotmiss,1-0,2018.04.13,14:29:34,1654,1633,+10,-9,Standard,300+3,C50,Normal
Rated blitz game,https://lichess.org/ECperVLJ,2018.04.13,bestnotmiss,thomas123456,0-1,2018.04.13,14:14:12,1644,1644,-11,+10,Standard,300+3,C78,Time forfeit
Rated blitz game,https://lichess.org/Y5IMVh9q,2018.04.11,bobwhoosta,thomas123456,0-1,2018.04.11,22:39:19,1780,1629,-16,+15,Standard,300+3,C78,Normal
Rated blitz game,https://lichess.org/CPmAItSv,2018.04.11,thomas123456,bobwhoosta,1-0,2018.04.11,22:25:15,1613,1797,+16,-17,Standard,300+3,C52,Time forfeit
Rated blitz game,https://lichess.org/g9Y64jaU,2018.04.11,babatiste,thomas123456,1-0,2018.04.11,16:33:16,1729,1621,+8,-8,Standard,300+3,C69,Normal
Rated blitz game,https://lichess.org/zd4pCvlu,2018.04.11,thomas123456,mohamedreda333,0-1,2018.04.11,16:16:53,1626,1799,-5,+6,Standard,300+3,B46,Normal
Rated blitz game,https://lichess.org/AleFOvH3,2018.04.11,mohamedreda333,thomas123456,1-0,2018.04.11,16:02:06,1792,1632,+7,-6,Standard,300+3,D30,Normal
Rated blitz game,https://lichess.org/ZugCrBPG,2018.04.11,thomas123456,ernersz,1-0,2018.04.11,13:35:41,1622,1616,+10,-11,Standard,300+3,C29,Normal
Rated blitz game,https://lichess.org/E4rsWL7C,2018.04.11,ernersz,thomas123456,1-0,2018.04.11,13:23:12,1604,1633,+12,-11,Standard,300+3,A20,Normal
Rated blitz game,https://lichess.org/lPsjeuK6,2018.04.11,thomas123456,ernersz,1-0,2018.04.11,13:21:16,1623,1615,+10,-11,Standard,300+3,C29,Normal
Rated blitz game,https://lichess.org/3J76Sf1Y,2018.04.10,MJColdwell,thomas123456,0-1,2018.04.10,22:24:00,1543,1615,-8,+8,Standard,300+3,D30,Normal
Rated blitz game,https://lichess.org/RorQhE1i,2018.04.10,thomas123456,MJColdwell,0-1,2018.04.10,22:16:57,1628,1530,-13,+13,Standard,300+3,B72,Normal
Rated blitz game,https://lichess.org/VkA6v2TZ,2018.04.10,MJColdwell,thomas123456,0-1,2018.04.10,22:10:20,1538,1620,-8,+8,Standard,300+3,C58,Normal
Rated blitz game,https://lichess.org/mX07o9xq,2018.04.10,thomas123456,MJColdwell,1-0,2018.04.10,22:06:09,1612,1547,+8,-9,Standard,300+3,B72,Normal
Rated blitz game,https://lichess.org/NdaIEcHc,2018.04.10,MJColdwell,thomas123456,0-1,2018.04.10,22:00:14,1556,1602,-9,+10,Standard,300+3,C58,Normal
Rated blitz game,https://lichess.org/ARZIaQrj,2018.04.10,thomas123456,MJColdwell,1-0,2018.04.10,21:54:20,1593,1566,+9,-10,Standard,300+3,B72,Normal
Rated blitz game,https://lichess.org/hykHSYe4,2018.04.10,Shmelt,thomas123456,1-0,2018.04.10,21:48:47,1686,1601,+8,-8,Standard,300+3,C45,Normal
Rated blitz game,https://lichess.org/WrNuU4J8,2018.04.10,thomas123456,jpf,0-1,2018.04.10,16:21:39,1608,1708,-7,+8,Standard,300+3,B23,Normal
Rated blitz game,https://lichess.org/7MYyNN9m,2018.04.10,jpf,thomas123456,1-0,2018.04.10,16:13:25,1700,1616,+8,-8,Standard,300+3,A20,Normal
Rated blitz game,https://lichess.org/6lHZA2i1,2018.04.10,thomas123456,jpf,0-1,2018.04.10,16:02:13,1625,1692,-9,+8,Standard,300+3,B34,Normal
Rated blitz game,https://lichess.org/vj5vxm19,2018.04.10,thomas123456,mariohernan,1-0,2018.04.10,15:59:07,1615,1595,+10,-10,Standard,300+3,B06,Normal
Rated blitz game,https://lichess.org/PlzkG8o3,2018.04.10,thomas123456,kostya3003,0-1,2018.04.10,15:19:18,1624,1663,-9,+9,Standard,300+3,C41,Normal
Rated blitz game,https://lichess.org/rbW7fp9q,2018.04.10,kostya3003,thomas123456,0-1,2018.04.10,15:08:04,1675,1612,-12,+12,Standard,300+3,C23,Normal
Rated blitz game,https://lichess.org/FZwwE57u,2018.04.10,thomas123456,kostya3003,0-1,2018.04.10,14:54:22,1621,1666,-9,+9,Standard,300+3,C25,Normal
Rated blitz game,https://lichess.org/ZlHkoDep,2018.04.10,kostya3003,thomas123456,1-0,2018.04.10,14:40:00,1656,1631,+10,-10,Standard,300+3,C23,Normal
Rated blitz game,https://lichess.org/hcTJDwUR,2018.04.06,exogar,thomas123456,0-1,2018.04.06,15:29:30,1601,1621,-11,+10,Standard,300+3,C55,Normal
Rated blitz game,https://lichess.org/PzwB1Wyl,2018.04.06,thomas123456,exogar,1-0,2018.04.06,15:22:59,1610,1613,+11,-12,Standard,300+3,C01,Normal
Rated blitz game,https://lichess.org/ZcuFcYiW,2018.04.06,exogar,thomas123456,1-0,2018.04.06,15:13:04,1600,1622,+13,-12,Standard,300+3,D37,Normal
Rated blitz game,https://lichess.org/o7de3A43,2018.04.06,Gloom35,thomas123456,0-1,2018.04.06,15:03:27,1514,1614,-16,+8,Standard,300+3,C55,Normal
Rated blitz game,https://lichess.org/5i0tJN3b,2018.04.06,thomas123456,emrebarkinkeser,0-1,2018.04.06,14:42:39,1620,1773,-6,+6,Standard,300+3,B90,Time forfeit
Rated blitz game,https://lichess.org/95QuAlrZ,2018.04.05,thomas123456,laidbackgoon,1-0,2018.04.05,16:29:57,1610,1613,+10,-10,Standard,300+3,B23,Time forfeit
Rated blitz game,https://lichess.org/SPZcnKmO,2018.04.05,tahiryroadtomi,thomas123456,1-0,2018.04.05,16:13:05,1615,1620,+10,-10,Standard,300+3,A27,Normal
Rated blitz game,https://lichess.org/Ko6akhOu,2018.04.04,cyclist,thomas123456,1-0,2018.04.04,21:35:46,1545,1633,+13,-13,Standard,300+3,C70,Normal
Rated blitz game,https://lichess.org/zlPHhocx,2018.04.04,thomas123456,cyclist,0-1,2018.04.04,21:21:42,1647,1531,-14,+14,Standard,300+3,C25,Normal
Rated blitz game,https://lichess.org/0cuv0ioX,2018.04.04,fabrice15200,thomas123456,1-0,2018.04.04,21:11:59,1690,1657,+9,-10,Standard,300+3,C78,Normal
Rated blitz game,https://lichess.org/7octyn0R,2018.04.04,GeoffPetersonII,thomas123456,1-0,2018.04.04,21:10:51,1837,1662,+6,-5,Standard,300+3,D00,Normal
Rated blitz game,https://lichess.org/i9zHQLLG,2018.04.04,thomas123456,ZIIfa,1-0,2018.04.04,17:47:06,1652,1658,+10,-10,Standard,300+3,C25,Normal
Rated blitz game,https://lichess.org/KTLUSHzX,2018.04.04,thomas123456,qubitknight,1-0,2018.04.04,17:34:35,1642,1625,+10,-10,Standard,300+3,B90,Normal
Rated blitz game,https://lichess.org/WsJRDpH3,2018.04.04,Algar,thomas123456,0-1,2018.04.04,17:20:18,1547,1634,-8,+8,Standard,300+3,C47,Normal
Rated blitz game,https://lichess.org/VWI81sy0,2018.04.04,thomas123456,dimitziotzios,1-0,2018.04.04,17:11:35,1622,1677,+12,-12,Standard,300+3,C00,Normal
Rated blitz game,https://lichess.org/Y9Uuc62u,2018.04.02,melmak,thomas123456,0-1,2018.04.02,21:18:25,1616,1611,-10,+11,Standard,300+3,C47,Time forfeit
Rated blitz game,https://lichess.org/BCUflNC2,2018.04.02,thomas123456,melmak,1/2-1/2,2018.04.02,20:58:06,1611,1616,+0,+0,Standard,300+3,B34,Normal
Rated blitz game,https://lichess.org/yrgXIHw3,2018.04.02,melmak,thomas123456,1-0,2018.04.02,20:46:30,1605,1622,+11,-11,Standard,300+3,D37,Normal
Rated blitz game,https://lichess.org/ycs7kyvb,2018.04.01,thomas123456,DamirZ87,1-0,2018.04.01,16:32:05,1611,1645,+11,-12,Standard,300+3,B13,Normal
Rated blitz game,https://lichess.org/liXsfvj5,2018.03.31,thomas123456,stigmr,1-0,2018.03.31,20:53:51,1596,1733,+15,-15,Standard,300+3,B40,Normal
Rated blitz game,https://lichess.org/J0RVqByx,2018.03.31,stigmr,thomas123456,1-0,2018.03.31,20:40:38,1726,1603,+7,-7,Standard,300+3,C44,Normal
Rated blitz game,https://lichess.org/mOlXLsDC,2018.03.31,Ahmadyadgari,thomas123456,1/2-1/2,2018.03.31,18:19:43,1618,1603,-1,+0,Standard,300+3,C21,Normal
Rated blitz game,https://lichess.org/7ZqNV7mk,2018.03.30,thomas123456,marvin0001,0-1,2018.03.30,19:58:07,1614,1591,-11,+11,Standard,300+3,B46,Normal
Rated blitz game,https://lichess.org/BwQLL2yq,2018.03.30,marvin0001,thomas123456,1-0,2018.03.30,19:48:50,1579,1626,+12,-12,Standard,300+3,D40,Normal
Rated blitz game,https://lichess.org/KlRV88G6,2018.03.30,thomas123456,marvin0001,0-1,2018.03.30,19:33:49,1638,1566,-12,+13,Standard,300+3,B40,Time forfeit
Rated blitz game,https://lichess.org/TdFgdYwP,2018.03.30,marvin0001,thomas123456,1-0,2018.03.30,19:20:01,1553,1652,+13,-14,Standard,300+3,D51,Normal
Rated blitz game,https://lichess.org/YpqBCrZH,2018.03.30,thomas123456,therealyeyo,0-1,2018.03.30,19:07:19,1658,1798,-6,+7,Standard,300+3,B02,Normal
Rated blitz game,https://lichess.org/yNL8lzha,2018.03.30,DUMa14,thomas123456,1/2-1/2,2018.03.30,18:15:48,1664,1658,+0,+0,Standard,300+3,C53,Normal
Rated blitz game,https://lichess.org/T5kmYRpJ,2018.03.29,thomas123456,Rothalion,0-1,2018.03.29,19:57:55,1665,1767,-7,+8,Standard,300+3,B33,Normal
Rated blitz game,https://lichess.org/i2cC7PGQ,2018.03.29,thomas123456,Jeoda,1-0,2018.03.29,19:43:03,1655,1637,+10,-10,Standard,300+3,C41,Normal
Rated blitz game,https://lichess.org/gMdf9I75,2018.03.29,Jeoda,thomas123456,0-1,2018.03.29,19:28:43,1648,1645,-11,+10,Standard,300+3,D00,Time forfeit
Rated blitz game,https://lichess.org/8q0IZRPk,2018.03.28,snh,thomas123456,1-0,2018.03.28,20:36:06,1638,1656,+13,-11,Standard,300+3,C77,Normal
Rated blitz game,https://lichess.org/wnJemVQZ,2018.03.28,thomas123456,juanmartinez,1-0,2018.03.28,20:18:31,1643,1716,+13,-12,Standard,300+3,C50,Normal
Rated blitz game,https://lichess.org/LoudLkdF,2018.03.28,thomas123456,snh,1-0,2018.03.28,20:08:26,1632,1666,+11,-14,Standard,300+3,C55,Normal
Rated blitz game,https://lichess.org/Uy65leHA,2018.03.25,milan92ashhab,thomas123456,1-0,2018.03.25,19:45:22,1623,1643,+11,-11,Standard,300+3,C51,Normal
Rated blitz game,https://lichess.org/jMfHuaM3,2018.03.25,Max1705,thomas123456,1-0,2018.03.25,19:24:04,1610,1655,+12,-12,Standard,300+3,C45,Normal
Rated blitz game,https://lichess.org/ktJuu90Y,2018.03.25,thomas123456,Max1705,1-0,2018.03.25,19:09:31,1645,1620,+10,-10,Standard,300+3,C55,Normal
Rated blitz game,https://lichess.org/q7iC6acp,2018.03.22,renatovb,thomas123456,1-0,2018.03.22,20:51:08,1693,1654,+41,-9,Standard,300+3,C91,Normal
Rated blitz game,https://lichess.org/ke0lt44W,2018.03.22,thomas123456,renatovb,0-1,2018.03.22,20:40:46,1664,1637,-10,+56,Standard,300+3,B90,Normal
Rated blitz game,https://lichess.org/eHxkNAok,2018.03.22,thomas123456,keyvangravandi,0-1,2018.03.22,17:31:40,1675,1671,-11,+25,Standard,300+3,C50,Normal
Rated blitz game,https://lichess.org/m5t4MCKT,2018.03.22,keyvangravandi,thomas123456,1-0,2018.03.22,17:17:03,1641,1686,+30,-11,Standard,300+3,C54,Normal
Rated blitz game,https://lichess.org/vNWdud3a,2018.03.22,thomas123456,olivier_roset,0-1,2018.03.22,17:06:11,1697,1683,-11,+13,Standard,300+3,C00,Normal
Rated blitz game,https://lichess.org/MEtJ5xCT,2018.03.22,lolac,thomas123456,1-0,2018.03.22,17:01:01,1704,1707,+10,-10,Standard,300+3,D00,Normal
Rated blitz game,https://lichess.org/mroBYUvJ,2018.03.22,ac34,thomas123456,1-0,2018.03.22,16:46:46,1771,1716,+8,-9,Standard,300+3,D35,Normal
Rated blitz game,https://lichess.org/aBEaBNQR,2018.03.22,thomas123456,Fransalsa,1-0,2018.03.22,16:34:10,1706,1701,+10,-10,Standard,300+3,B00,Time forfeit
Rated blitz game,https://lichess.org/K0qNELnW,2018.03.22,nechigorin,thomas123456,1-0,2018.03.22,16:19:40,1945,1710,+5,-4,Standard,300+3,A20,Normal
Rated blitz game,https://lichess.org/9E8YeugV,2018.03.22,thomas123456,nechigorin,0-1,2018.03.22,16:17:29,1715,1940,-5,+5,Standard,300+3,C50,Normal
Rated blitz game,https://lichess.org/ydw9C9Df,2018.03.21,mehran35,thomas123456,0-1,2018.03.21,22:10:52,1764,1703,-12,+12,Standard,300+3,D00,Normal
Rated blitz game,https://lichess.org/Hbh9bpmu,2018.03.21,LosDaryls,thomas123456,0-1,2018.03.21,21:56:35,1715,1692,-42,+11,Standard,300+3,C10,Time forfeit
Rated blitz game,https://lichess.org/6QHYzNaZ,2018.03.21,thomas123456,kuikuis,1-0,2018.03.21,20:52:10,1682,1681,+10,-11,Standard,300+3,B32,Time forfeit
Rated blitz game,https://lichess.org/o4Vd370T,2018.03.21,kuikuis,thomas123456,0-1,2018.03.21,20:41:33,1693,1671,-12,+11,Standard,300+3,C30,Time forfeit
Rated blitz game,https://lichess.org/BYLcAXLe,2018.03.21,thomas123456,ygvfrdx,1-0,2018.03.21,18:37:36,1660,1698,+11,-12,Standard,300+3,B32,Normal
Rated blitz game,https://lichess.org/VewDWMOF,2018.03.21,Brnjau,thomas123456,1-0,2018.03.21,18:29:37,1672,1670,+11,-10,Standard,300+3,C70,Normal
Rated blitz game,https://lichess.org/PXaqdkC3,2018.03.21,thomas123456,Brnjau,0-1,2018.03.21,18:24:06,1681,1661,-11,+11,Standard,300+3,C50,Normal
Rated blitz game,https://lichess.org/40zJCQ6t,2018.03.21,LeoPresident,thomas123456,0-1,2018.03.21,18:07:49,1612,1672,-9,+9,Standard,300+3,C50,Time forfeit
Rated blitz game,https://lichess.org/xM0kF5Ym,2018.03.21,NadieEspecial,thomas123456,1-0,2018.03.21,17:56:27,1742,1680,+74,-8,Standard,300+3,C54,Normal
Rated blitz game,https://lichess.org/mJJWbyV2,2018.03.21,shuuei,thomas123456,0-1,2018.03.21,10:17:59,1653,1670,-10,+10,Standard,300+3,D51,Normal
Rated blitz game,https://lichess.org/HgWKFl1u,2018.03.21,thomas123456,shuuei,1-0,2018.03.21,10:13:21,1659,1664,+11,-11,Standard,300+3,B01,Normal
Rated blitz game,https://lichess.org/fMrWc1zx,2018.03.21,thomas123456,mamariole,1-0,2018.03.21,10:05:52,1651,1571,+8,-8,Standard,300+3,C52,Normal
Rated blitz game,https://lichess.org/F95aEFJ7,2018.03.21,thomas123456,Schwert,1-0,2018.03.21,09:59:55,1643,1582,+8,-9,Standard,300+3,C50,Normal
Rated blitz game,https://lichess.org/NPufnSwy,2018.03.20,theorythinker,thomas123456,1-0,2018.03.20,22:48:27,1592,1655,+12,-12,Standard,300+3,C30,Normal
Rated blitz game,https://lichess.org/zSG2NxIU,2018.03.20,Cubanito77,thomas123456,1-0,2018.03.20,22:35:19,1549,1669,+14,-14,Standard,300+3,C30,Normal
Rated blitz game,https://lichess.org/bYWdCSXY,2018.03.20,thomas123456,Unis90,1-0,2018.03.20,22:24:09,1659,1638,+10,-10,Standard,300+3,C41,Normal
Rated blitz game,https://lichess.org/fUiftaHj,2018.03.18,Gippopotam,thomas123456,0-1,2018.03.18,19:02:50,1717,1647,-14,+12,Standard,300+3,C21,Time forfeit
Rated blitz game,https://lichess.org/D6jf8zCB,2018.03.18,JackCash,thomas123456,1-0,2018.03.18,18:50:06,1760,1654,+8,-7,Standard,300+3,A01,Normal
Rated bullet game,https://lichess.org/W9LiFfDN,2018.03.05,thomas123456,bluethunder81,0-1,2018.03.05,02:09:50,1366,1251,-14,+15,Standard,120+1,B32,Normal
Rated bullet game,https://lichess.org/2hAZEk0q,2018.03.05,magicmike93,thomas123456,0-1,2018.03.05,02:03:39,1354,1355,-11,+11,Standard,120+1,C68,Normal
Rated bullet game,https://lichess.org/2SnVsZKs,2018.03.05,thomas123456,guilhermelucas,0-1,2018.03.05,01:57:57,1362,1517,-7,+6,Standard,120+1,B12,Normal
Rated bullet game,https://lichess.org/w4AIjhJ8,2018.03.05,guilhermelucas,thomas123456,1-0,2018.03.05,01:54:50,1510,1368,+7,-6,Standard,120+1,C34,Normal
Rated bullet game,https://lichess.org/8xhpZl7k,2018.03.05,thomas123456,guilhermelucas,0-1,2018.03.05,01:51:53,1375,1503,-7,+7,Standard,120+1,B13,Normal
Rated bullet game,https://lichess.org/wo1nDvkn,2018.03.05,guilhermelucas,thomas123456,1-0,2018.03.05,01:47:15,1495,1383,+8,-8,Standard,120+1,C30,Normal
Rated bullet game,https://lichess.org/CZAXUgZU,2018.03.05,thomas123456,FarzadFarsee,1-0,2018.03.05,01:45:41,1366,1579,+17,-17,Standard,120+1,B10,Normal
Rated bullet game,https://lichess.org/OxQShlGH,2018.03.05,FarzadFarsee,thomas123456,1-0,2018.03.05,01:39:19,1574,1372,+5,-6,Standard,120+1,C70,Time forfeit
Rated bullet game,https://lichess.org/DCzSicRl,2018.03.05,thomas123456,FarzadFarsee,0-1,2018.03.05,01:34:17,1377,1568,-5,+6,Standard,120+1,B13,Time forfeit
Rated bullet game,https://lichess.org/tvZxY4l7,2018.03.05,thomas123456,yyaa,1-0,2018.03.05,01:29:04,1366,1388,+11,-11,Standard,120+1,B10,Normal
Rated bullet game,https://lichess.org/yW5S80Z6,2018.03.05,thomas123456,Ching-Wong,0-1,2018.03.05,01:23:10,1377,1354,-11,+11,Standard,120+1,B01,Time forfeit
Rated bullet game,https://lichess.org/D7b1RqtF,2018.03.05,Ching-Wong,thomas123456,1-0,2018.03.05,01:18:43,1342,1389,+12,-12,Standard,120+1,C45,Normal
Rated bullet game,https://lichess.org/6JD2R2tD,2018.03.05,thomas123456,Ching-Wong,1-0,2018.03.05,01:15:13,1379,1352,+10,-10,Standard,120+1,B06,Normal
Rated bullet game,https://lichess.org/VwBkWf7w,2018.03.05,Ching-Wong,thomas123456,0-1,2018.03.05,01:09:16,1362,1369,-10,+10,Standard,120+1,C44,Time forfeit
Rated bullet game,https://lichess.org/2wJvNJNe,2018.03.05,thomas123456,Urquhart,1-0,2018.03.05,01:04:07,1358,1361,+11,-11,Standard,120+1,B01,Time forfeit
Rated bullet game,https://lichess.org/HwdJTxnU,2018.03.05,Urquhart,thomas123456,0-1,2018.03.05,01:00:45,1372,1347,-11,+11,Standard,120+1,D51,Normal
Rated bullet game,https://lichess.org/iRAP3YCo,2018.03.05,thomas123456,Urquhart,0-1,2018.03.05,00:59:11,1357,1361,-10,+11,Standard,120+1,B32,Normal
Rated bullet game,https://lichess.org/zXG02HJ9,2018.03.05,Urquhart,thomas123456,1-0,2018.03.05,00:54:43,1350,1368,+11,-11,Standard,120+1,D50,Normal
Rated bullet game,https://lichess.org/coJ5T3Ly,2018.02.24,vicentico82,thomas123456,0-1,2018.02.24,10:35:33,1407,1356,-12,+12,Standard,120+1,C30,Time forfeit
Rated bullet game,https://lichess.org/1arroPyf,2018.02.24,thomas123456,vicentico82,1-0,2018.02.24,10:31:55,1343,1420,+13,-13,Standard,120+1,C00,Normal
Rated bullet game,https://lichess.org/OqnmIhXd,2018.02.24,Ali_Kadim,thomas123456,1-0,2018.02.24,10:23:57,1412,1352,+9,-9,Standard,120+1,C47,Normal
Rated bullet game,https://lichess.org/f3k0RFOR,2018.02.24,thomas123456,Ali_Kadim,0-1,2018.02.24,10:18:10,1362,1403,-10,+9,Standard,120+1,C41,Time forfeit
